sample_id,roi,season,year,agri_fraction,ndvi_mean,ndvi_std,stress_ratio,label
2017_winter_102_p156,102,winter,2017,1.0,0.25969438204974093,0.13750169945334606,0.6013031005859375,True
2017_winter_102_p157,102,winter,2017,1.0,0.21253616843160014,0.13930988331903157,0.749786376953125,True
2017_winter_102_p158,102,winter,2017,1.0,0.22753926449506645,0.1757338602549321,0.6866302490234375,True
2017_winter_102_p159,102,winter,2017,1.0,0.2810337976826327,0.1775057218740303,0.5433197021484375,True
2017_winter_102_p160,102,winter,2017,0.9673919677734375,0.2974545766948833,0.16553211326597161,0.5130522563447373,True
2017_winter_102_p161,102,winter,2017,0.8887481689453125,0.2685095621368171,0.1818173578698243,0.5523049188771568,True
2017_winter_102_p162,102,winter,2017,0.878753662109375,0.17267078556899262,0.16454473732229463,0.7697516930022573,True
2017_winter_102_p163,102,winter,2017,0.9573974609375,0.13862287304716603,0.14313205532826026,0.878777253601938,True
2017_winter_102_p164,102,winter,2017,0.84783935546875,0.17113324355445564,0.1759314531819619,0.8154380534158808,True
2017_winter_102_p165,102,winter,2017,0.7911529541015625,0.23243653653901195,0.18084050665477125,0.692761673320604,True
2017_winter_102_p166,102,winter,2017,0.89837646484375,0.27204838227910266,0.1602760305815586,0.6081595217066377,True
2017_winter_102_p167,102,winter,2017,0.9347991943359375,0.2608296555720999,0.1441794553950454,0.6936486949708633,True
2017_winter_102_p168,102,winter,2017,0.979736328125,0.21536242907364114,0.13162379690949383,0.8371230999252429,True
2017_winter_102_p169,102,winter,2017,1.0,0.21309248114973084,0.13361544898841032,0.7971649169921875,True
2017_winter_102_p170,102,winter,2017,1.0,0.22254391987225847,0.14508591383339145,0.7310333251953125,True
2017_winter_102_p171,102,winter,2017,1.0,0.2581702172221738,0.15809614046645218,0.6203155517578125,True
2017_winter_102_p172,102,winter,2017,1.0,0.2306097041120193,0.17194745353415833,0.6781158447265625,True
2017_winter_102_p173,102,winter,2017,0.985321044921875,0.20186307431820627,0.18160080051042465,0.743100938458203,True
2017_winter_102_p174,102,winter,2017,0.9280548095703125,0.24084862923986272,0.19316706574979467,0.6404038078952993,True
2017_winter_102_p175,102,winter,2017,0.7071533203125,0.24841754195531476,0.18976157081313003,0.6347963058864147,True
2017_winter_102_p178,102,winter,2017,0.524993896484375,0.2992405448739618,0.17646603480332634,0.48651398011974656,False
2017_winter_102_p181,102,winter,2017,0.5875701904296875,0.23940963105503907,0.17916521271926272,0.6780845041161347,True
2017_winter_102_p182,102,winter,2017,0.837371826171875,0.2736712543507092,0.2141796400261219,0.6165494369328328,True
2017_winter_102_p183,102,winter,2017,0.95513916015625,0.30329095050721105,0.21653485555178617,0.5375263595117898,True
2017_winter_102_p184,102,winter,2017,1.0,0.29668834226993923,0.17818489552272154,0.5054779052734375,True
2017_winter_102_p187,102,winter,2017,1.0,0.21833051473531914,0.14432759621040805,0.7009735107421875,True
2017_winter_102_p188,102,winter,2017,1.0,0.23552795893184458,0.152769794215808,0.6736297607421875,True
2017_winter_102_p189,102,winter,2017,1.0,0.26077543198700803,0.17052492599268507,0.5979461669921875,True
2017_winter_102_p190,102,winter,2017,1.0,0.3163392858682142,0.16461100373866688,0.4472503662109375,False
2017_winter_102_p191,102,winter,2017,0.9673919677734375,0.31949714112574895,0.14803905680716992,0.4272149402987429,False
2017_winter_102_p192,102,winter,2017,0.8696441650390625,0.26262681581774866,0.1566137715806913,0.5515765093958908,True
2017_winter_102_p193,102,winter,2017,0.7368621826171875,0.18554351968130461,0.1619885523059971,0.7476341347248969,True
2017_winter_102_p194,102,winter,2017,0.770599365234375,0.1737174775257388,0.1607610150984477,0.7972753554314681,True
2017_winter_102_p195,102,winter,2017,0.82342529296875,0.17931062455401736,0.152593396897057,0.8299421836780075,True
2017_winter_102_p196,102,winter,2017,0.8831939697265625,0.18750345862741888,0.14495603845069072,0.8434028437656571,True
2017_winter_102_p197,102,winter,2017,0.995758056640625,0.23858296740175577,0.15747770965430008,0.6960219436697417,True
2017_winter_102_p198,102,winter,2017,1.0,0.23203386798250278,0.12992976865438727,0.755279541015625,True
2017_winter_102_p199,102,winter,2017,1.0,0.21313333088563988,0.11200823519407652,0.8586578369140625,True
2017_winter_102_p200,102,winter,2017,1.0,0.24157679600224546,0.1181111898610513,0.7855224609375,True
2017_winter_102_p201,102,winter,2017,1.0,0.24273439421282883,0.11167095636199773,0.7342681884765625,True
2017_winter_102_p202,102,winter,2017,1.0,0.26363419793754905,0.13207757638609122,0.6195526123046875,True
2017_winter_102_p203,102,winter,2017,1.0,0.2423261376696973,0.1524689799440063,0.6455078125,True
2017_winter_102_p204,102,winter,2017,1.0,0.21411199739941206,0.1595287174560519,0.698822021484375,True
2017_winter_102_p205,102,winter,2017,0.97637939453125,0.24834536266408735,0.18364218553644215,0.6300243795711696,True
2017_winter_102_p206,102,winter,2017,0.94915771484375,0.2633659616247606,0.18484475882013748,0.6218410391614687,True
2017_winter_102_p207,102,winter,2017,0.8581390380859375,0.263660155468152,0.14617546412981855,0.6308433649246964,True
2017_winter_102_p208,102,winter,2017,0.806640625,0.2840086719605533,0.14107102397212298,0.5594544491525424,True
2017_winter_102_p209,102,winter,2017,0.88134765625,0.28134124205652217,0.1659625919628339,0.5439058171745152,True
2017_winter_102_p210,102,winter,2017,0.7838287353515625,0.26049027525908663,0.1624724273629269,0.5969748291771302,True
2017_winter_102_p211,102,winter,2017,0.7337799072265625,0.2714343528941141,0.17004740801675514,0.6136330553764894,True
2017_winter_102_p212,102,winter,2017,0.9100189208984375,0.27437294711419347,0.1849480088867606,0.5928503160683445,True
2017_winter_102_p213,102,winter,2017,0.9674224853515625,0.29140039994378114,0.18817282207436037,0.5445970883740004,True
2017_winter_102_p214,102,winter,2017,0.9674224853515625,0.2643302114326054,0.19091997384150777,0.5967729215627514,True
2017_winter_102_p215,102,winter,2017,1.0,0.2504762304665584,0.17094798238587397,0.6045379638671875,True
2017_winter_102_p218,102,winter,2017,1.0,0.22737946005452914,0.14684092446666883,0.7531890869140625,True
2017_winter_102_p219,102,winter,2017,1.0,0.2382427972945203,0.14615630668281582,0.734344482421875,True
2017_winter_102_p220,102,winter,2017,1.0,0.25069071738436594,0.1468917555302433,0.688507080078125,True
2017_winter_102_p221,102,winter,2017,1.0,0.2774812690340437,0.16330103946594188,0.5629119873046875,True
2017_winter_102_p222,102,winter,2017,1.0,0.27553221107623727,0.15944750060744325,0.5272369384765625,True
2017_winter_102_p223,102,winter,2017,0.98089599609375,0.27943754213531374,0.16332555403290053,0.5355298363511916,True
2017_winter_102_p224,102,winter,2017,0.8581085205078125,0.29736376317971236,0.18062298597007098,0.5120472286928535,True
2017_winter_102_p225,102,winter,2017,0.800506591796875,0.2482540781554327,0.18283202262843587,0.6136632229041973,True
2017_winter_102_p226,102,winter,2017,0.91973876953125,0.19726700512247075,0.14388722529974757,0.8116995155617492,True
2017_winter_102_p227,102,winter,2017,0.9964447021484375,0.1979613034756099,0.1343179706937695,0.8428556115339265,True
2017_winter_102_p228,102,winter,2017,1.0,0.2176995547874645,0.16224700617842183,0.743560791015625,True
2017_winter_102_p229,102,winter,2017,1.0,0.25585090830632573,0.16903605033977825,0.64849853515625,True
2017_winter_102_p230,102,winter,2017,1.0,0.2743015033616427,0.15733291092880958,0.6239013671875,True
2017_winter_102_p231,102,winter,2017,1.0,0.2531111385552258,0.1388923121409026,0.706695556640625,True
2017_winter_102_p232,102,winter,2017,1.0,0.24288304130895677,0.1296881429977026,0.709991455078125,True
2017_winter_102_p233,102,winter,2017,1.0,0.21551858784735572,0.14744206936132756,0.70892333984375,True
2017_winter_102_p234,102,winter,2017,1.0,0.21708498932189768,0.1648075222533736,0.7149810791015625,True
2017_winter_102_p235,102,winter,2017,1.0,0.2477703857723152,0.17135968742045052,0.657684326171875,True
2017_winter_102_p236,102,winter,2017,1.0,0.2850225993761053,0.19752913024448407,0.56097412109375,True
2017_winter_102_p237,102,winter,2017,1.0,0.3202007889217531,0.19930343941118875,0.480682373046875,False
2017_winter_102_p238,102,winter,2017,0.9774322509765625,0.28736464479761914,0.1729428956320664,0.5932841063427885,True
2017_winter_102_p239,102,winter,2017,0.966217041015625,0.27795578442114305,0.14543944869082764,0.598133350178453,True
2017_winter_102_p240,102,winter,2017,0.984893798828125,0.28045853387946423,0.15340093671362154,0.5394447370867288,True
2017_winter_102_p241,102,winter,2017,0.9961090087890625,0.2650103553680799,0.1602537289285421,0.5809806835066865,True
2017_winter_102_p242,102,winter,2017,0.9971466064453125,0.24423707875737213,0.15859642433127705,0.6496197340433671,True
2017_winter_102_p243,102,winter,2017,0.9971466064453125,0.26090940895498393,0.16563347628019995,0.6309966487627967,True
2017_winter_102_p244,102,winter,2017,0.9753570556640625,0.3062639574445509,0.15566903534251447,0.5200951174105537,True
2017_winter_102_p245,102,winter,2017,0.9753570556640625,0.26006532442815694,0.17070897566679114,0.6009136277592654,True
2017_winter_102_p246,102,winter,2017,1.0,0.24467079406834538,0.1609802486798601,0.6298980712890625,True
2017_winter_102_p249,102,winter,2017,0.9895782470703125,0.26323203673241946,0.14895213433204918,0.6900066303794736,True
2017_winter_102_p250,102,winter,2017,0.9895782470703125,0.2523186626046216,0.1553405690225192,0.7083404005982761,True
2017_winter_102_p251,102,winter,2017,1.0,0.22619210769773113,0.1459528658049671,0.7509765625,True
2017_winter_102_p252,102,winter,2017,1.0,0.21682392132831751,0.1543620615438901,0.741729736328125,True
2017_winter_102_p253,102,winter,2017,1.0,0.2463013737910223,0.17007684145591084,0.65087890625,True
2017_winter_102_p254,102,winter,2017,0.939727783203125,0.30679739881990026,0.17817433463824983,0.4936673919397266,False
2017_winter_102_p255,102,winter,2017,0.9063568115234375,0.29848678966218195,0.18383583990403427,0.5065910200508426,True
2017_winter_102_p256,102,winter,2017,0.9341583251953125,0.21915214866639066,0.16982137857459229,0.7055912186994658,True
2017_winter_102_p257,102,winter,2017,0.967529296875,0.18039523361534804,0.13404701481946302,0.8383011607368156,True
2017_winter_102_p258,102,winter,2017,1.0,0.1921341844494357,0.1207436530354301,0.8497161865234375,True
2017_winter_102_p259,102,winter,2017,1.0,0.22116501787488982,0.1544919006737989,0.782745361328125,True
2017_winter_102_p260,102,winter,2017,1.0,0.3007504507162088,0.1868390073439426,0.553009033203125,True
2017_winter_102_p261,102,winter,2017,1.0,0.2961915980666839,0.18026947146833724,0.521636962890625,True
2017_winter_102_p262,102,winter,2017,1.0,0.2309015637559653,0.15735587013867997,0.67919921875,True
2017_winter_102_p263,102,winter,2017,1.0,0.2577028805982903,0.16811659139493007,0.619110107421875,True
2017_winter_102_p264,102,winter,2017,1.0,0.22471702909799346,0.1862723945790805,0.67529296875,True
2017_winter_102_p265,102,winter,2017,1.0,0.19780696374911416,0.18027806402308513,0.7580718994140625,True
2017_winter_102_p266,102,winter,2017,0.9013214111328125,0.23704366771674754,0.18610108020353386,0.6946283160371769,True
2017_winter_102_p267,102,winter,2017,0.9013214111328125,0.29957373965488604,0.21727118001651335,0.5668794122128359,True
2017_winter_102_p268,102,winter,2017,1.0,0.3199548405430822,0.20762944679985948,0.49224853515625,False
2017_winter_102_p269,102,winter,2017,1.0,0.27187029230047083,0.1815578482790563,0.6045379638671875,True
2017_winter_102_p270,102,winter,2017,0.9855194091796875,0.27458645729778886,0.15752301875961403,0.5914038428785978,True
2017_winter_102_p271,102,winter,2017,0.8692169189453125,0.301437811127383,0.15277638322842088,0.4856841920477486,False
2017_winter_102_p272,102,winter,2017,0.883697509765625,0.2784140468095882,0.16080832559741715,0.5549780709327624,True
2017_winter_102_p273,102,winter,2017,1.0,0.26331928529486015,0.1644210715742605,0.5757598876953125,True
2017_winter_102_p274,102,winter,2017,1.0,0.2452866124511746,0.15826996981878103,0.6558837890625,True
2017_winter_102_p275,102,winter,2017,1.0,0.25639689452149844,0.14691586536286513,0.64068603515625,True
2017_winter_102_p276,102,winter,2017,1.0,0.27960160054267413,0.17420047721937562,0.5537567138671875,True
2017_winter_102_p277,102,winter,2017,1.0,0.2991125085755524,0.18098016111698306,0.5173797607421875,True
2017_winter_102_p280,102,winter,2017,0.741363525390625,0.2964256032181003,0.15053812669529648,0.5763182809862923,True
2017_winter_102_p281,102,winter,2017,0.727081298828125,0.28022420547693927,0.1775592355572471,0.6093599160545645,True
2017_winter_102_p282,102,winter,2017,0.9496002197265625,0.292845919463514,0.1779405446139678,0.5427345620490737,True
2017_winter_102_p283,102,winter,2017,0.9588470458984375,0.2615895277554845,0.16777969271981721,0.6238164197393339,True
2017_winter_102_p284,102,winter,2017,0.9361572265625,0.24886389802636896,0.17152529647669276,0.6474768548702569,True
2017_winter_102_p286,102,winter,2017,0.780181884765625,0.2477532785762202,0.1615037739285851,0.6183258361040485,True
2017_winter_102_p287,102,winter,2017,0.9468536376953125,0.22237790671769336,0.13759566469562728,0.7243163102509146,True
2017_winter_102_p288,102,winter,2017,0.980224609375,0.205109096035142,0.14211366865437386,0.77546699875467,True
2017_winter_102_p289,102,winter,2017,1.0,0.198638424996902,0.13991990220975434,0.8137359619140625,True
2017_winter_102_p290,102,winter,2017,1.0,0.2245117136338981,0.16071382197930592,0.7398223876953125,True
2017_winter_102_p291,102,winter,2017,1.0,0.25793169444009584,0.18306761687930817,0.61529541015625,True
2017_winter_102_p292,102,winter,2017,1.0,0.23108878849570863,0.17911879504140807,0.669677734375,True
2017_winter_102_p293,102,winter,2017,1.0,0.22577626238073922,0.17760828984482893,0.682464599609375,True
2017_winter_102_p294,102,winter,2017,1.0,0.25061057612760496,0.19392693771400132,0.6147308349609375,True
2017_winter_102_p295,102,winter,2017,0.98394775390625,0.23909319337448645,0.18572401958677298,0.6490447242726878,True
2017_winter_102_p296,102,winter,2017,0.96929931640625,0.22923947583596035,0.17925399723415905,0.6891568541023865,True
2017_winter_102_p297,102,winter,2017,0.8826446533203125,0.266585162443303,0.20424022470598469,0.6076238222836892,True
2017_winter_102_p298,102,winter,2017,0.8972930908203125,0.3208820475571844,0.20261290733025555,0.5053481846781737,True
2017_winter_102_p299,102,winter,2017,1.0,0.2597490126974954,0.18648409575824781,0.6073150634765625,True
2017_winter_102_p300,102,winter,2017,1.0,0.21904784543425002,0.16616308642411995,0.7300262451171875,True
2017_winter_102_p301,102,winter,2017,0.9866790771484375,0.2616495483111235,0.1681650581085374,0.6646459335323137,True
2017_winter_102_p302,102,winter,2017,0.8405303955078125,0.2878921340319908,0.15695188280948932,0.5623490968503222,True
2017_winter_102_p303,102,winter,2017,0.853851318359375,0.2926701100554044,0.161630820762927,0.5330426391221988,True
2017_winter_102_p304,102,winter,2017,1.0,0.28506785953207586,0.17148290385407608,0.53155517578125,True
2017_winter_102_p305,102,winter,2017,1.0,0.25810387592248407,0.16565239307138713,0.6033477783203125,True
2017_winter_102_p306,102,winter,2017,1.0,0.24120465446330752,0.15211943404693434,0.6338043212890625,True
2017_winter_102_p307,102,winter,2017,1.0,0.2650262719203955,0.17163967849269218,0.5886688232421875,True
2017_winter_102_p308,102,winter,2017,1.0,0.2974600345951979,0.18012607413672282,0.519500732421875,True
2017_winter_102_p311,102,winter,2017,0.579620361328125,0.3672672726650945,0.15261804782738692,0.3181172010740799,False
2017_winter_102_p313,102,winter,2017,0.744964599609375,0.31573176057762486,0.18096391544612064,0.4837778050878702,False
2017_winter_102_p314,102,winter,2017,0.912445068359375,0.2761131755473092,0.16736625313702633,0.5706545369410349,True
2017_winter_102_p315,102,winter,2017,0.868682861328125,0.2550922973099237,0.16393838387050264,0.5749165642016512,True
2017_winter_102_p316,102,winter,2017,0.814422607421875,0.27340168928462055,0.17270445156077274,0.5160939783415146,True
2017_winter_102_p317,102,winter,2017,0.8629150390625,0.2768624657479962,0.14451780994466237,0.5756648748054888,True
2017_winter_102_p318,102,winter,2017,1.0,0.28066619696039763,0.13767799123461766,0.5743255615234375,True
2017_winter_102_p319,102,winter,2017,1.0,0.28004152174292923,0.15190944743731635,0.582427978515625,True
2017_winter_102_p320,102,winter,2017,1.0,0.2462996937166579,0.1458924538014845,0.71807861328125,True
2017_winter_102_p321,102,winter,2017,1.0,0.2107088427081018,0.15448210928723236,0.745697021484375,True
2017_winter_102_p322,102,winter,2017,1.0,0.20376505411418405,0.16057316557797774,0.7043609619140625,True
2017_winter_102_p323,102,winter,2017,1.0,0.21374923030363085,0.16081205754125677,0.7241973876953125,True
2017_winter_102_p324,102,winter,2017,1.0,0.24019007301399187,0.18981826060834914,0.658355712890625,True
2017_winter_102_p325,102,winter,2017,1.0,0.24741551700188918,0.204958622688794,0.601348876953125,True
2017_winter_102_p326,102,winter,2017,0.9660491943359375,0.23326745532278156,0.17914573890820287,0.6519088310088295,True
2017_winter_102_p327,102,winter,2017,0.7341461181640625,0.23156693864039757,0.172314614360434,0.688088458420801,True
2017_winter_102_p328,102,winter,2017,0.6350250244140625,0.2877112748229465,0.2138852932865893,0.5791383328928082,True
2017_winter_102_p329,102,winter,2017,0.8669281005859375,0.3113055271595277,0.17837381184539364,0.4681158144856112,False
2017_winter_102_p330,102,winter,2017,1.0,0.2790176071715904,0.1664417305536019,0.5287628173828125,True
2017_winter_102_p331,102,winter,2017,1.0,0.2536326936116303,0.17705321141525343,0.6609954833984375,True
2017_winter_102_p332,102,winter,2017,1.0,0.22106653719860497,0.16673044964970238,0.7505340576171875,True
2017_winter_102_p333,102,winter,2017,0.9662628173828125,0.21463544728720105,0.15597388706889584,0.7306277141729175,True
2017_winter_102_p334,102,winter,2017,0.9662628173828125,0.2574154957617901,0.16280900976032145,0.5979470983024082,True
2017_winter_102_p335,102,winter,2017,1.0,0.2544932596165329,0.15975239059623705,0.6114044189453125,True
2017_winter_102_p336,102,winter,2017,1.0,0.2655188893588194,0.1544206615568478,0.58721923828125,True
2017_winter_102_p337,102,winter,2017,1.0,0.2839321724650431,0.16554234993707162,0.5222015380859375,True
2017_winter_102_p338,102,winter,2017,1.0,0.2963282957807422,0.16750342190656814,0.507415771484375,True
2017_winter_102_p339,102,winter,2017,1.0,0.32334591816387087,0.15995514617947046,0.434051513671875,False
2017_winter_102_p342,102,winter,2017,0.753814697265625,0.3644530937229825,0.1705626157632559,0.3133476377474596,False
2017_winter_102_p343,102,winter,2017,0.5056915283203125,0.3370160302577384,0.17999274466750723,0.3715337497359766,False
2017_winter_102_p344,102,winter,2017,0.516510009765625,0.2961875977430806,0.1726416507913674,0.49775480059084193,False
2017_winter_102_p345,102,winter,2017,0.69915771484375,0.30432177913358943,0.17463580122895683,0.4769096464426015,False
2017_winter_102_p346,102,winter,2017,0.842620849609375,0.3484477623868475,0.16294547707092222,0.3119046756727391,False
2017_winter_102_p347,102,winter,2017,0.963287353515625,0.3415470938236286,0.1464895482011502,0.3403928401710756,False
2017_winter_102_p348,102,winter,2017,0.9890899658203125,0.2976310680738803,0.15610391574153717,0.512411101340615,True
2017_winter_102_p349,102,winter,2017,0.9673004150390625,0.29965335572441437,0.1622163496728407,0.5044878772104175,True
2017_winter_102_p350,102,winter,2017,0.9673004150390625,0.31477651004024587,0.15291758437453662,0.4695313362674112,False
2017_winter_102_p351,102,winter,2017,1.0,0.2671384213014226,0.14890892655122503,0.6474609375,True
2017_winter_102_p352,102,winter,2017,1.0,0.23507875730828204,0.15881023999784843,0.69549560546875,True
2017_winter_102_p353,102,winter,2017,1.0,0.24207447435644316,0.173539010370985,0.6133880615234375,True
2017_winter_102_p354,102,winter,2017,1.0,0.24534775771683218,0.16411079586513808,0.6277008056640625,True
2017_winter_102_p355,102,winter,2017,1.0,0.2366763438653779,0.168091582181752,0.6576995849609375,True
2017_winter_102_p356,102,winter,2017,1.0,0.2555182623697325,0.17937764977094403,0.58453369140625,True
2017_winter_102_p357,102,winter,2017,0.9821014404296875,0.24923168522466765,0.1854392365268947,0.6028774295791061,True
2017_winter_102_p358,102,winter,2017,0.71002197265625,0.234902895392817,0.19258990806953075,0.6880641279119746,True
2017_winter_102_p359,102,winter,2017,0.527740478515625,0.2918279955481863,0.20245918776088664,0.6190655178395883,True
2017_winter_102_p360,102,winter,2017,0.7998199462890625,0.2796008174868992,0.172816706446116,0.5647786023618292,True
2017_winter_102_p361,102,winter,2017,1.0,0.2831412200161598,0.14608636276275244,0.5684356689453125,True
2017_winter_102_p362,102,winter,2017,1.0,0.26965916280549274,0.13684080834254614,0.6393585205078125,True
2017_winter_102_p363,102,winter,2017,1.0,0.2034487015557195,0.13559693179042387,0.7528076171875,True
2017_winter_102_p364,102,winter,2017,1.0,0.18341201837628607,0.13956548615710543,0.7658843994140625,True
2017_winter_102_p365,102,winter,2017,1.0,0.2126824065939269,0.15405101156540207,0.6800079345703125,True
2017_winter_102_p366,102,winter,2017,1.0,0.22704199048362778,0.15396457992262347,0.667449951171875,True
2017_winter_102_p367,102,winter,2017,1.0,0.27937846813826905,0.15670570966055603,0.5628814697265625,True
2017_winter_102_p368,102,winter,2017,1.0,0.30616297174440044,0.15367958871777004,0.5070343017578125,True
2017_winter_102_p369,102,winter,2017,1.0,0.3228869863948536,0.14697977316120367,0.440673828125,False
2017_winter_102_p370,102,winter,2017,1.0,0.3746303399284017,0.14945646603098303,0.2886505126953125,False
2017_winter_102_p373,102,winter,2017,0.8844451904296875,0.30693913994811844,0.18288573856180743,0.46458947949554025,False
2017_winter_102_p374,102,winter,2017,0.8470611572265625,0.3068647685289075,0.17629566378351755,0.4762668203844145,False
2017_winter_102_p375,102,winter,2017,0.58465576171875,0.3005227772788271,0.1655276619895587,0.46166092493997285,False
2017_winter_102_p376,102,winter,2017,0.553009033203125,0.3496407257229603,0.16861592132071743,0.30793002593675844,False
2017_winter_102_p377,102,winter,2017,0.823333740234375,0.3691398309985121,0.14806562934706333,0.26824567256013937,False
2017_winter_102_p378,102,winter,2017,1.0,0.35645697123751174,0.12918377364980244,0.3163909912109375,False
2017_winter_102_p379,102,winter,2017,1.0,0.3141025531309073,0.15330784217633822,0.4644775390625,False
2017_winter_102_p380,102,winter,2017,0.9673004150390625,0.30390225977612434,0.16680510798439258,0.48139384474626534,False
2017_winter_102_p381,102,winter,2017,0.9673004150390625,0.31149357007052203,0.14806944881335116,0.47270203334753047,False
2017_winter_102_p382,102,winter,2017,1.0,0.2699735368607282,0.1554799865243964,0.59698486328125,True
2017_winter_102_p383,102,winter,2017,1.0,0.22414138469291967,0.17189505842985087,0.6698150634765625,True
2017_winter_102_p384,102,winter,2017,1.0,0.2569837497813225,0.17692763966242134,0.552581787109375,True
2017_winter_102_p385,102,winter,2017,1.0,0.2781118232406875,0.1621818762841478,0.50921630859375,True
2017_winter_102_p386,102,winter,2017,0.9545135498046875,0.24379840198935318,0.15671625626460586,0.6171049476460715,True
2017_winter_102_p387,102,winter,2017,0.9361572265625,0.25275499366139265,0.16936569267762802,0.5954655104968053,True
2017_winter_102_p388,102,winter,2017,0.9816436767578125,0.277851466213458,0.2020585936276226,0.5534173752195607,True
2017_winter_102_p389,102,winter,2017,0.9451751708984375,0.2772834441781633,0.19376127030197168,0.6191498635842629,True
2017_winter_102_p390,102,winter,2017,0.8740386962890625,0.2849471452758352,0.16338431195312575,0.6069901014297935,True
2017_winter_102_p391,102,winter,2017,0.895477294921875,0.2503858667638905,0.15603811002518425,0.6457928637153665,True
2017_winter_102_p392,102,winter,2017,0.96661376953125,0.23200604047878265,0.12096084446156385,0.7149870556292227,True
2017_winter_102_p393,102,winter,2017,1.0,0.24180879114804077,0.10894501971220204,0.709197998046875,True
2017_winter_102_p394,102,winter,2017,1.0,0.20471098451624467,0.12843722550641432,0.762664794921875,True
2017_winter_102_p395,102,winter,2017,1.0,0.19592976280581506,0.13516572845556774,0.7548065185546875,True
2017_winter_102_p396,102,winter,2017,1.0,0.2263372045348679,0.15693746250027807,0.6697235107421875,True
2017_winter_102_p397,102,winter,2017,1.0,0.22300431876524546,0.16088325347857202,0.6959686279296875,True
2017_winter_102_p398,102,winter,2017,1.0,0.24988220945506318,0.1580896026060975,0.64837646484375,True
2017_winter_102_p399,102,winter,2017,1.0,0.29250810989468745,0.1467740005236773,0.537811279296875,True
